label,pmid,sentence,rel_loc
0,24278132,"Also, methylation of 458877 CpG sites was additionally investigated in an independent group of 332 participants of the EPIC-Italy sub-cohort, using the Infinium HumanMethylation 450 BeadChip. ",0.25
0,24278132,"Multivariate logistic regression and linear models were used to investigate the association between reproductive risk factors and genome wide and CpG-specific DNA methylation, respectively. ",0.33
0,24278132,Menarcheal age was inversely associated with global DNA methylation as measured with LUMA. ,0.42
0,24278132,"For each yearly increase in age at menarche, the risk of having genome wide methylation below median level was increased by 32% (OR:1.32, 95%CI:1.14-1.53). ",0.50
0,24278132,"When age at menarche was treated as a categorical variable, there was an inverse dose-response relationship with LUMA methylation levels (OR(12-14 vs. ≤11 yrs):1.78, 95%CI:1.01-3.17 and OR(≥15 vs. ≤11 yrs):4.59, 95%CI:2.04-10.33; P for trend<0.0001). ",0.58
0,24278132,"However, average levels of global methylation as measured by the Illumina technology were not significantly associated with menarcheal age. ",0.67
0,24278132,"In locus by locus comparative analyses, only one CpG site had significantly different methylation depending on the menarcheal age category examined, but this finding was not replicated by pyrosequencing in an independent data set. ",0.75
0,24278132,"This study suggests a link between age at menarche and genome wide DNA methylation, and the difference in results between the two arrays suggests that repetitive element methylation has a role in the association. ",0.83
0,24278132,"Epigenetic changes may be modulated by menarcheal age, or the association may be a mirror of other important changes in early life that have a detectable effect on both methylation levels and menarcheal age.",0.92
0,30021879,"Escherichia coli sequence type 410 (ST410) has been reported worldwide as an extraintestinal pathogen associated with resistance to fluoroquinolones, third-generation cephalosporins, and carbapenems. ",0.00
0,30021879,"In the present study, we investigated national epidemiology of ST410 E.\xa0coli isolates from Danish patients. ",0.06
0,30021879,"Furthermore, E.\xa0coli ST410 was investigated in a global context to provide further insight into the acquisition of the carbapenemase genes blaOXA-181 and blaNDM-5 of this successful lineage. ",0.12
0,30021879,"From 127 whole-genome-sequenced isolates, we reconstructed an evolutionary framework of E.\xa0coli ST410 which portrays the antimicrobial-resistant clades B2/H24R, B3/H24Rx, and B4/H24RxC. ",0.18
0,30021879,"The B2/H24R and B3/H24Rx clades emerged around 1987, concurrently with the C1/H30R and C2/H30Rx clades in E.\xa0coli ST131. ",0.24
0,30021879,"B3/H24Rx appears to have evolved by the acquisition of the extended-spectrum β-lactamase (ESBL)-encoding gene blaCTX-M-15 and an IncFII plasmid, encoding IncFIA and IncFIB. ",0.29
0,30021879,"Around 2003, the carbapenem-resistant clade B4/H24RxC emerged when ST410 acquired an IncX3 plasmid carrying a blaOXA-181 carbapenemase gene. ",0.35
0,30021879,"Around 2014, the clade B4/H24RxC acquired a second carbapenemase gene, blaNDM-5, on a conserved IncFII plasmid. ",0.41
0,30021879,"From an epidemiological investigation of 49 E.\xa0coli ST410 isolates from Danish patients, we identified five possible regional outbreaks, of which one outbreak involved nine patients with blaOXA-181- and blaNDM-5-carrying B4/H24RxC isolates. ",0.47
2,30021879,"The accumulated multidrug resistance in E.\xa0coli ST410 over the past two decades, together with its proven potential of transmission between patients, poses a high risk in clinical settings, and thus, E.\xa0coli ST410 should be considered a lineage with emerging ""high-risk"" clones, which should be monitored closely in the future.IMPORTANCE Extraintestinal pathogenic Escherichia coli (ExPEC) is the main cause of urinary tract infections and septicemia. ",0.53
0,30021879,"Significant attention has been given to the ExPEC sequence type ST131, which has been categorized as a ""high-risk"" clone. ",0.59
0,30021879,"High-risk clones are globally distributed clones associated with various antimicrobial resistance determinants, ease of transmission, persistence in hosts, and effective transmission between hosts. ",0.65
0,30021879,The high-risk clones have enhanced pathogenicity and cause severe and/or recurrent infections. ,0.71
0,30021879,"We show that clones of the E.\xa0coli ST410 lineage persist and/or cause recurrent infections in humans, including bloodstream infections. ",0.76
0,30021879,"We found evidence of ST410 being a highly resistant globally distributed lineage, capable of patient-to-patient transmission causing hospital outbreaks. ",0.82
2,30021879,Our analysis suggests that the ST410 lineage should be classified with the potential to cause new high-risk clones. ,0.88
2,30021879,"Thus, with the clonal expansion over the past decades and increased antimicrobial resistance to last-resort treatment options, ST410 needs to be monitored prospectively.",0.94
0,25209674,Seminal plasma HIV-1 RNA level is an important determinant of the risk of HIV-1 sexual transmission. ,0.00
0,25209674,We investigated potential associations between seminal plasma cytokine levels and viral concentration in the seminal plasma of HIV-1-infected men. ,0.09
0,25209674,"This was a prospective, observational study of paired blood and semen samples from 18 HIV-1 chronically infected men off antiretroviral therapy. ",0.18
0,25209674,HIV-1 RNA levels and cytokine levels in seminal plasma and blood plasma were measured and analyzed using simple linear regressions to screen for associations between cytokines and seminal plasma HIV-1 levels. ,0.27
0,25209674,Forward stepwise regression was performed to construct the final multivariate model. ,0.36
0,25209674,"The median HIV-1 RNA concentrations were 4.42 log10 copies/ml (IQR 2.98, 4.70) and 2.96 log10 copies/ml (IQR 2, 4.18) in blood and seminal plasma, respectively. ",0.45
0,25209674,"In stepwise multivariate linear regression analysis, blood HIV-1 RNA level (p<0.0001) was most strongly associated with seminal plasma HIV-1 RNA level. ",0.55
0,25209674,"After controlling for blood HIV-1 RNA level, seminal plasma HIV-1 RNA level was positively associated with interferon (IFN)-γ (p=0.03) and interleukin (IL)-17 (p=0.03) and negatively associated with IL-5 (p=0.0007) in seminal plasma. ",0.64
0,25209674,"In addition to blood HIV-1 RNA level, cytokine profiles in the male genital tract are associated with HIV-1 RNA levels in semen. ",0.73
0,25209674,"The Th1 and Th17 cytokines IFN-γ and IL-17 are associated with increased seminal plasma HIV-1 RNA, while the Th2 cytokine IL-5 is associated with decreased seminal plasma HIV-1 RNA. ",0.82
1,25209674,These results support the importance of genital tract immunomodulation in HIV-1 transmission.,0.91
0,26828641,"We attempted to replicate and add to our prior study of attempts to stop or reduce cannabis use among daily cannabis users trying to change on their own, by observing a larger sample and adding further clinically relevant outcomes. ",0.00
0,26828641,"Daily users (n = 193) who intended to stop or reduce sometime in the next 3 months called an Interactive Voice Response system each morning for 3 months to report on cannabis use, attempts to stop or reduce, withdrawal symptoms, and so forth, on the prior day. ",0.14
0,26828641,"This study replicated our prior findings that (a) cannabis users trying to change make many, and often rapid, transitions among use as usual, reduction, and abstinence; (b) reduction attempts are more common than abstinence attempts; (c) quit and reduction attempts are short-lived and few participants achieve long-term abstinence; (d) alcohol and drug use are not greater on abstinence days; and (e) few users seek treatment. ",0.29
0,26828641,"Novel findings included (f) a greater number of days of abstinence or intentional reduction predicted a greater decline in cannabis dependence, (g) most users do not prepare before their quit attempt, (h) coping outcomes during abstinence predict increased duration of abstinence, (i) tobacco use is less common on days of abstinence, and (j) withdrawal symptoms occur even with short quit attempts. ",0.43
0,26828641,Replication tests in more generalizable samples and of longer duration are indicated. ,0.57
0,26828641,Further natural history studies are likely to provide information to help improve the content of psychological treatments for cannabis use. ,0.71
0,26828641,(PsycINFO Database Record,0.86
0,17302898,The physicochemical modification of allergen vaccines provides a chance for administering higher doses in a shorter period of time. ,0.00
0,17302898,We sought to assess the safety and immunological changes of using a biologically standardized and modified Parietaria judaica pollen extract in accelerated schedules. ,0.11
0,17302898,Two accelerated schedules were tested in 45 P. judaica-allergic patients: 20 patients reached the maximum dose after two visits using two different concentrations and 25 patients reached the maximum dose after only one visit with two injections of the maximum concentration vial. ,0.22
0,17302898,The tolerance was assessed by recording all side effects related with immunotherapy. ,0.33
0,17302898,Specific antibody levels against native extract and rPar j 2 allergen were evaluated at the beginning and the end of the study. ,0.44
0,17302898,Allergenic potency determined by enzyme allergosorbent test (EAST) inhibition and skin prick test showed that modified P. judaica pollen had a 99.9% less allergenicity than native extract. ,0.56
0,17302898,"After 650 doses administered, two clinically irrelevant local reactions (diameter<0 x 5 cm) and no systemic reactions were registered. ",0.67
0,17302898,Significant increases in allergen-specific IgG4 and IgG against P. judaica extract and rPar j 2 and significant decrease of specific IgE against Par j 2 were observed. ,0.78
1,17302898,"The modified extract of P. judaica is safe to treat sensitive patients, even at accelerated regimens, and induces significant immunological changes.",0.89
0,23042942,Patients with irritable bowel syndrome (IBS) with diarrhea (IBS-D) carrying human leukocyte antigen (HLA)-DQ2/8 genotypes benefit from gluten withdrawal. ,0.00
0,23042942,"Our objective was to compare gastrointestinal barrier function, mucosal inflammation, and transit in nonceliac IBS-D patients and assess association with HLA-DQ2/8 status. ",0.14
0,23042942,"In 45 IBS-D patients who were naive to prior exclusion of dietary gluten, we measured small bowel (SB) and colonic mucosal permeability by cumulative urinary lactulose and mannitol excretion (0-2 h for SB and 8-24 h for colon), inflammation on duodenal and rectosigmoid mucosal biopsies (obtained in 28 of 45 patients), tight junction (TJ) protein mRNA and protein expression in SB and rectosigmoid mucosa, and gastrointestinal and colonic transit by validated scintigraphy. ",0.29
0,23042942,"SB mucosal biopsies were stained with hematoxylin-eosin to assess villi and intraepithelial lymphocytes, and immunohistochemistry was used to assess CD3, CD8, tryptase, and zonula occludens 1 (ZO-1); colonic biopsy intraepithelial lymphocytes were quantitated. ', ""Associations of HLA-DQ were assessed using Wilcoxon's rank-sum test. "", 'Relative to healthy control data, we observed a significant increase in SB permeability (P < 0.001), a borderline increase in colonic permeability (P = 0.10), and a decrease in TJ mRNA expression in rectosigmoid mucosa in IBS-D. ",0.43
0,23042942,"In HLA-DQ2/8-positive patients, ZO-1 protein expression in the rectosigmoid mucosa was reduced compared with that in HLA-DQ2/8-negative patients and colonic transit was slower than in HLA-DQ2/8-negative patients. ",0.57
0,23042942,No other associations with HLA genotype were identified. ,0.71
0,23042942,"There is abnormal barrier function (increased SB permeability and reduced mRNA expression of TJ proteins) in IBS-D relative to health that may be, in part, related to immunogenotype, given reduced ZO-1 protein expression in rectosigmoid mucosa in HLA-DQ2/8-positive relative to HLA-DQ2/8-negative patients.",0.86
0,9252211,"The associations between serum concentrations of oestradiol, testosterone and sex hormone-binding globulin (SHBG) and risk of breast cancer in post-menopausal women were investigated in a prospective study on the island of Guernsey. ",0.00
0,9252211,"Sixty-one women who developed breast cancer an average of 7.8 years after blood collection were matched for age, year of blood collection and number of years post-menopausal with 179 control subjects. ",0.12
0,9252211,Women using exogenous hormones at the time of blood collection were excluded from the study. ,0.25
0,9252211,Women who subsequently developed breast cancer had a 29% higher geometric mean oestradiol concentration than control women (P = 0.004). ,0.38
0,9252211,"The odds ratio for breast cancer in the top third compared with the lowest third of the oestradiol concentration distribution was 5.03 (95% confidence interval 2.02-12.49, P for trend < 0.001). ",0.50
0,9252211,Adjusting for testosterone and SHBG concentrations did not substantially alter the odds ratio for oestradiol. ,0.62
0,9252211,"Although testosterone and SHBG concentrations were associated with breast cancer risk, the concentrations of these hormones were correlated with those of oestradiol; the associations were not statistically significant after adjusting for oestradiol concentration. ",0.75
0,9252211,These data provide evidence that serum oestradiol concentrations in post-menopausal women may have a substantial effect on breast cancer risk.,0.88
0,27781389,"[""Alzheimer's disease (AD) is the most common form of dementia and is characterized by impairment in memory, behavioral changes, and gradual loss of autonomy. "", 'Since there is a long latent period prior to diagnosis, the aim of this study was to determine whether twenty single nucleotide polymorphisms identified in genome-wide association analyses of AD are associated with cognitive change in 8,320 white and 2,039 African-American middle-aged adults enrolled in the prospective Atherosclerosis Risk in Communities (ARIC) study. ",0.00
0,27781389,"Cognition was evaluated using the Delayed Word Recall Test (DWRT; verbal memory), Digit Symbol Substitution Test (DSST; processing speed), and Word Fluency Test (WFT; executive function). ",0.11
0,27781389,"General linear models were used to assess mean differences in 6-year change in test scores among individuals categorized by genotype after adjusting for age, gender, and years of education. ",0.22
0,27781389,"Addition of the minor allele for rs670139 (MS4A4E), rs9331896 (CLU), and rs12155159 (NME8) was nominally associated with change on the DWRT, DSST, and WFT, respectively, in whites. ",0.33
0,27781389,The ZCWPW1 (rs1476679) and CDS33 (rs3865444) variants were nominally associated with change on the DWRT and WFT in African-Americans. ,0.44
0,27781389,For rs670139 and rs9331896 the association was only significant in individuals bearing at least one APOE ϵ4 allele in stratified analyses. ,0.56
0,27781389,An unweighted genetic risk score aggregating the risk alleles for 15 polymorphisms was not associated with change in cognitive function. ,0.67
0,27781389,"Although the AD-associated genetic variants appear to have small effects on early cognitive change, replication will be required to establish whether there is a discernible influence on cognitive status in midlife. ",0.78
0,27781389,"© 2016 Wiley Periodicals, Inc.",0.89
0,9549574,One hundred and twenty-nine consecutive cementless primary total hip arthroplasties with Zweymüller-Alloclassic grit-blasted titanium components were evaluated prospectively at an average follow-up of 5.9 years. ,0.00
0,9549574,"The clinical results were graded as excellent or good in 116 hips (90%), fair in 12, and poor in one due to a fracture of the femoral shaft at operation leading to early stem loosening and delayed ring loosening. ",0.25
0,9549574,"Failure was defined as definite aseptic loosening, and the final survivorship at 8 years was 99.3% for the SL-stem, and 99.1% for the CSF-threaded cup. ",0.50
0,9549574,These early results compare favourably with those of total hip arthroplasties using new cementing techniques.,0.75
0,23361063,Eleven of 69 prospectively enrolled primary progressive aphasics were selected for this study because of peak atrophy sites located predominantly or exclusively within the anterior left temporal lobe. ,0.00
0,23361063,"Cortical volumes in these areas were reduced to less than half of control values, whereas average volume elsewhere in the left hemisphere deviated from control values by only 8%. ",0.08
0,23361063,Failure to name objects emerged as the most consistent and severe deficit. ,0.15
0,23361063,"Naming errors were attributed to pure retrieval failure if the object could not be named even when the denoting word was understood, the object recognized and the two accurately matched. ",0.23
0,23361063,"Surprisingly many of the naming errors reflected pure retrieval failures, without discernible semantic or associative component. ",0.31
0,23361063,The remaining set of errors had associative components. ,0.38
0,23361063,These errors reflected the inability to define the word denoting the object more often than the inability to define the nature of the pictured object. ,0.46
0,23361063,"In a separate task where the same object had to be linked to verbal or non-verbal associations, performance was abnormal only in the verbal format. ",0.54
0,23361063,"Excessive taxonomic interference was observed for picture-word, but not picture-picture, matching tasks. ",0.62
0,23361063,This excessive interference reflected a blurring of intra- rather than inter-category distinctions as if the acuity of word-object associations had been diminished so that correspondences were easier to recognize at generic than specific levels. ,0.69
0,23361063,"These dissociations between verbal and non-verbal markers of object knowledge indicate that the reduced neural mass at peak atrophy sites of the left temporal tip, accounting for half or more of the presumed premorbid volume, was unlikely to have contained domain-independent semantic representations of the type that would be expected in a strictly amodal hub. ",0.77
0,23361063,"A more likely arrangement entails two highly interactive routes--a strongly left lateralized temporosylvian language network for verbal concepts, and a presumably more bilateral or right-sided inferotemporal/fusiform object recognition network, which remained relatively spared because peak atrophy sites were concentrated on the left. ",0.85
2,23361063,The current results also suggest that the left anterior temporal neocortex should be inserted into the language network where it is likely to play a major role in selecting verbal labels for objects and mediating the progression of word comprehension from generic to specific levels of precision.,0.92
0,28827610,"We investigated body mass index (BMI) trajectories in the first 2 years of life in 1170 children from an Asian mother-offspring cohort in Singapore, and examined their predictors and associations with childhood cardio-metabolic risk measures at 5 years. ",0.00
0,28827610,Latent class growth mixture modelling analyses were performed to identify distinct BMI z-score (BMIz) trajectories. ,0.14
0,28827610,"Four trajectories were identified: 73.2%(n\u2009=\u2009857) of the children showed a normal BMIz trajectory, 13.2%(n\u2009=\u2009155) a stable low-BMIz trajectory, 8.6%(n\u2009=\u2009100) a stable high-BMIz trajectory and 5.0%(n\u2009=\u200958) a rapid BMIz gain after 3 months trajectory. ",0.29
0,28827610,"Predictors of the stable high-BMIz and rapid BMIz gain trajectories were pre-pregnancy BMI, gestational weight gain, Malay and Indian ethnicity, while predictors of stable low-BMIz trajectory were preterm delivery and Indian ethnicity. ",0.43
0,28827610,"At 5 years, children with stable high-BMIz or rapid BMIz gain trajectories had increased waist-to-height ratios [B(95%CI) 0.02(0.01,0.03) and 0.03(0.02,0.04)], sum of skinfolds [0.42(0.19,0.65) and 0.70(0.36,1.03)SD units], fat-mass index [0.97(0.32,1.63)SD units] and risk of obesity [relative risk 3.22(1.73,6.05) and 2.56 (1.19,5.53)], but not higher blood pressure. ",0.57
0,28827610,BMIz trajectories were more predictive of adiposity at 5 years than was BMIz at 2 years. ,0.71
0,28827610,Our findings on BMIz trajectories in the first 2 years suggest important ethnic-specific differences and impacts on later metabolic outcomes.,0.86
0,30861001,Evaluating the future consequences of actions is achievable by simulating a mental search tree into the future. ,0.00
0,30861001,"Expanding deep trees, however, is computationally taxing. ",0.12
0,30861001,"Therefore, machines and humans use a plan-until-habit scheme that simulates the environment up to a limited depth and then exploits habitual values as proxies for consequences that may arise in the future. ",0.25
0,30861001,"Two outstanding questions in this scheme are ""in which directions the search tree should be expanded?"", and ""when should the expansion stop?"".",0.38
0,30861001,"Here we propose a principled solution to these questions based on a speed/accuracy tradeoff: deeper expansion in the appropriate directions leads to more accurate planning, but at the cost of slower decision-making. ",0.50
0,30861001,Our simulation results show how this algorithm expands the search tree effectively and efficiently in a grid-world environment. ,0.62
0,30861001,"We further show that our algorithm can explain several behavioral patterns in animals and humans, namely the effect of time-pressure on the depth of planning, the effect of reward magnitudes on the direction of planning, and the gradual shift from goal-directed to habitual behavior over the course of training. ",0.75
0,30861001,The algorithm also provides several predictions testable in animal/human experiments.,0.88
0,31161971,Background It is well known that white matter injuries observed at birth are associated with adverse neurodevelopmental outcomes later in life. ,0.00
0,31161971,Whether white matter developmental variations in healthy newborns are also associated with changes in later neurodevelopment remains to be established. ,0.08
0,31161971,Purpose To evaluate whether developmental variations of white matter microstructures identified by MRI correlate with neurodevelopmental outcomes in healthy full-term infants. ,0.15
0,31161971,"Materials and Methods In this prospective study, pregnant women were recruited and their healthy full-term newborns underwent a brain MRI including diffusion tensor imaging at approximately 2 weeks of age. ",0.23
0,31161971,These infants were tested at approximately 2 years of age with the Bayley Scales of Infant Development (BSID). ,0.31
0,31161971,"Voxel-wise correlation analyses of fractional anisotropy (FA), measured with diffusion tensor MRI, and neurodevelopmental test scores, measured by using BSID, were performed by using tract-based spatial statistics (TBSS), followed by region-of-interest (ROI) analyses of correlations between mean FA in selected white matter ROIs and each BSID subscale score. ",0.38
0,31161971,"Results Thirty-eight full-term infants (20 boys, 18 girls) underwent MRI examination at 2 weeks of age (14.3 days ± 1.6) and BSID measurement at 2 years of age (732 days ± 6). ",0.46
0,31161971,"TBSS analyses showed widespread clusters in major white matter tracts, with positive correlations (P ≤ .05, corrected for the voxel-wise multiple comparisons) between FA values and multiple BSID subscale scores. ",0.54
0,31161971,These correlations were largely independent of several demographic parameters as well as family environment. ,0.62
0,31161971,"Gestational age at birth appeared to be a confounding factor as TBSS-observed correlations weakened when it was included as a covariate; however, after controlling for gestational age at birth, ROI analyses still showed positive correlations (P ≤ .05, R = 0.35 to 0.48) between mean FA in many white matter ROIs and BSID cognitive, language, and motor scores. ",0.69
0,31161971,Conclusion There were significant associations between white matter microstructure developmental variations in healthy full-term newborns and their neurodevelopmental outcomes. ,0.77
0,31161971,"© RSNA, 2019 Online supplemental material is available for this article. ",0.85
0,31161971,See also the editorial by Hu and McAllister in this issue.,0.92
0,22083160,"Hutchinson-Gilford progeria syndrome is a rare, segmental premature aging syndrome of accelerated atherosclerosis and early death from myocardial infarction or stroke. ",0.00
0,22083160,This study sought to establish comprehensive characterization of the fatal vasculopathy in Hutchinson-Gilford progeria syndrome and its relevance to normal aging. ,0.11
0,22083160,We performed cardiovascular assessments at a single clinical site on the largest prospectively studied cohort to date. ,0.22
0,22083160,Carotid-femoral pulse wave velocity was dramatically elevated (mean: 13.00±3.83 m/s). ,0.33
0,22083160,"Carotid duplex ultrasound echobrightness, assessed in predefined tissue sites as a measure of arterial wall density, was significantly greater than age- and sex-matched controls in the intima-media (P<0.02), near adventitia (P<0.003), and deep adventitia (P<0.01), as was internal carotid artery mean flow velocity (P<0.0001). ",0.44
0,22083160,Ankle-brachial indices were abnormal in 78% of patients. ,0.56
0,22083160,Effective disease treatments may be heralded by normalizing trends of these noninvasive cardiovascular measures. ,0.67
0,22083160,"The data demonstrate that, along with peripheral vascular occlusive disease, accelerated vascular stiffening is an early and pervasive mechanism of vascular disease in Hutchinson-Gilford progeria syndrome. ",0.78
0,22083160,"There is considerable overlap with cardiovascular changes of normal aging, which reinforces the view that defining mechanisms of cardiovascular disease in Hutchinson-Gilford progeria syndrome provides a unique opportunity to isolate a subset of factors influencing cardiovascular disease in the general aging population.",0.89
0,29632170,Immune function is an energetically costly physiological activity that potentially diverts calories away from less immediately essential life tasks. ,0.00
0,29632170,"Among developing organisms, the allocation of energy toward immune function may lead to tradeoffs with physical growth, particularly in high-pathogen, low-resource environments. ",0.11
0,29632170,"The present study tests this hypothesis across diverse timeframes, branches of immunity, and conditions of energy availability among humans. ",0.22
0,29632170,"Using a prospective mixed-longitudinal design, we collected anthropometric and blood immune biomarker data from 261 Amazonian forager-horticulturalist Shuar children (age 4-11 y old). ",0.33
0,29632170,"This strategy provided baseline measures of participant stature, s.c. body fat, and humoral and cell-mediated immune activity as well as subsample longitudinal measures of linear growth (1 wk, 3 mo, 20 mo) and acute inflammation. ",0.44
0,29632170,"Multilevel analyses demonstrate consistent negative effects of immune function on growth, with children experiencing up to 49% growth reduction during periods of mildly elevated immune activity. ",0.56
0,29632170,"The direct energetic nature of these relationships is indicated by (i) the manifestation of biomarker-specific negative immune effects only when examining growth over timeframes capturing active competition for energetic resources, (ii) the exaggerated impact of particularly costly inflammation on growth, and (iii) the ability of children with greater levels of body fat (i.e., energy reserves) to completely avoid the growth-inhibiting effects of acute inflammation. ",0.67
0,29632170,These findings provide evidence for immunologically and temporally diverse body fat-dependent tradeoffs between immune function and growth during childhood. ,0.78
0,29632170,"We discuss the implications of this work for understanding human developmental energetics and the biological mechanisms regulating variation in human ontogeny, life history, and health.",0.89
0,30458915,"Since 7 June 2018, an enterovirus D-68 (EV-D68) season (the third since 2015) is ongoing in Wales, with 114 confirmed cases thus far. ",0.00
0,30458915,"Median age of the 220 cases since 2015 is 2.5 years (2.5 years in intensive care cases), 94% were hospitalised, 17% (n\xa0=\xa038) in intensive care. ",0.33
0,30458915,"All had respiratory symptoms; bronchiolitis symptoms were reported in 60 cases, severe respiratory symptoms in 23 and acute flaccid myelitis in two cases.",0.67
0,26538132,Recent genome-wide associated studies (GWASs) have revealed several common loci associated with the risk of hepatitis B virus (HBV)- or hepatitis C virus (HCV)-related hepatocellular carcinoma (HCC). ,0.00
0,26538132,"We selected 15 single nucleotide polymorphisms (SNPs) identified through GWASs on HBV- or HCV-related HCC, and genotyped them in two independent Chinese cohorts of chronic HBV carriers, including 712 LC cases and 2601 controls. ",0.17
0,26538132,The association of each SNP with the risk of HBV-related LC was assessed by meta-analysis of the two cohorts. ,0.33
0,26538132,"Of the 12 SNPs reported in HBV-related HCC GWASs, five SNPs (rs7574865 in STAT4, rs9267673 near C2, rs2647073 and rs3997872 near HLA-DRB1 and rs9275319 near HLA-DQ), were found to be significantly associated with the risk of HBV-related LC (rs7574865: P\u2009=\u20091.79\u2009×\u200910(-2), OR\u2009=\u20091.17, 95% CI\u2009=\u20091.03-1.34; rs9267673: P\u2009=\u20094.91\u2009×\u200910(-4), OR\u2009=\u20091.37, 95% CI\u2009=\u20091.15-1.63; rs2647073: P\u2009=\u20093.53\u2009×\u200910(-5), OR\u2009=\u20091.63, 95% CI\u2009=\u20091.29-2.06; rs3997872: P\u2009=\u20094.22\u2009×\u200910(-4), OR\u2009=\u20091.86, 95% CI\u2009=\u20091.32-2.62; rs9275319: P\u2009=\u20091.30\u2009×\u200910(-2), OR\u2009=\u20091.32, 95% CI\u2009=\u20091.06-1.64). ",0.50
0,26538132,"However, among the three SNPs associated with the risk of HCV-related HCC in previous GWASs, none of them showed significant association with the risk of HBV-related LC. ",0.67
0,26538132,Our results suggested that genetic variants associated with HBV-related hepatocarcinogenesis may already play an important role in the progression from CHB to LC.,0.83
0,12766226,"In a myasthenic syndrome associated with fatigable generalized weakness and recurrent attacks of respiratory and bulbar paralysis since birth, nerve stimulation at physiologic rates rapidly decremented the compound muscle action potential. ",0.00
0,12766226,"Intercostal muscle studies revealed no abnormality of the resting membrane potential, evoked quantal release, synaptic potentials, acetylcholine receptor channel kinetics, or endplate ultrastructure, but endplate potentials depolarizing the resting potential to -40 mV failed to excite action potentials. ",0.20
0,12766226,"Pursuing this clue, we sequenced SCN4A encoding the skeletal muscle sodium channel (Nav1.4) and detected two heteroallelic mutations involving conserved residues not present in 400 normal alleles: S246L in the S4/S5 cytoplasmic linker in domain I, and V1442E in the S3/S4 extracellular linker in domain IV. ",0.40
0,12766226,"The genetically engineered V1442E-Na channel expressed in HEK cells shows marked enhancement of fast inactivation close to the resting potential, and enhanced use-dependent inactivation on high-frequency stimulation; S246L is likely a benign polymorphism. ",0.60
0,12766226,The V1442E mutation in SCN4A defines a novel disease mechanism and a novel phenotype with myasthenic features.,0.80
0,20386565,Prediction of cancer progression after radical prostatectomy is one of the most challenging problems in the management of prostate cancer. ,0.00
0,20386565,Gene-expression profiling is widely used to identify genes associated with such progression. ,0.07
0,20386565,Usually candidate genes are identified according to a gene-by-gene comparison of expression. ,0.14
0,20386565,Recent reports suggested that relative expression of a gene pair more efficiently predicts cancer progression than single-gene analysis does. ,0.21
0,20386565,The top-scoring pair (TSP) algorithm classifies phenotypes according to the relative expression of a pair of genes. ,0.29
0,20386565,"We applied the TSP approach to predict, which patients would experience systemic tumor progression after radical prostatectomy. ",0.36
0,20386565,Relative expression of TPD52L2/SQLE and CEACAM1/BRCA1 gene pairs identified those patients with more than 99% specificity but relatively low sensitivity (approximately 10%). ,0.43
0,20386565,These two gene pairs were validated in three independent data sets. ,0.50
0,20386565,"In addition, combining two pairs of genes improved sensitivity without compromising specificity. ",0.57
0,20386565,"Functional annotation of the TSP genes showed that they cluster by a limited number of biological functions and pathways, suggesting that relatively lower expression of genes from specific pathways can predict cancer progression. ",0.64
1,20386565,"In conclusion, comparative analysis of the expression of two genes may be a simple and effective classifier for prediction of prostate cancer progression. ",0.71
1,20386565,"In summary, the TSP approach can be used to identify patients whose prostate cancer will progress after they undergo radical prostatectomy. ",0.79
0,20386565,Two gene pairs can predict which men would experience progression to the metastatic form of the disease. ,0.86
0,20386565,"However, because our analysis was based on a relatively small number of genes, a larger study will be needed to identify the best predictors of disease outcome overall.",0.93
0,27698374,"Sleep habits are associated with stroke in western populations, but this relation has been rarely investigated in China. ",0.00
0,27698374,"Moreover, the differences among stroke subtypes remain unclear. ",0.10
0,27698374,"This study aimed to explore the associations of total stroke, including ischemic and hemorrhagic type, with sleep habits of a population in southern China. ",0.20
0,27698374,We performed a case-control study in patients admitted to the hospital with first stroke and community control subjects. ,0.30
0,27698374,"A total of 333 patients (n\u2009=\u2009223, 67.0%, with ischemic stroke; n\u2009=\u2009110, 23.0%, with hemorrhagic stroke) and 547 controls were enrolled in the study. ",0.40
0,27698374,Participants completed a structured questionnaire to identify sleep habits and other stroke risk factors. ,0.50
0,27698374,Least absolute shrinkage and selection operator (Lasso) and multiple logistic regression were performed to identify risk factors of disease. ,0.60
0,27698374,"Incidence of stroke, and its subtypes, was significantly associated with snorting/gasping, snoring, sleep duration, and daytime napping. ",0.70
0,27698374,"Snorting/gasping was identified as an important risk factor in the Lasso logistic regression model (Lasso' β\u2009=\u20090.84), and the result was proven to be robust. ",0.80
0,27698374,This study showed the association between stroke and sleep habits in the southern Chinese population and might help in better detecting important sleep-related factors for stroke risk.,0.90
0,31630191,"Genome-wide association study (GWAS)-identified single-nucleotide polymorphisms (SNPs) are tag SNPs located in both transcribed and non-coding regulatory DNA regions, rather than representing causal or functional variants for disease. ",0.00
0,31630191,"To identify functional variants or genes for melanoma susceptibility, we used functional mapping and annotation (FUMA) to perform functional annotation of the summary statistics of 2541 significant melanoma risk SNPs (P < 5 × 10-8) identified by GWAS. ",0.10
0,31630191,"The original GWAS melanoma study included 15 990 cases and 26 409 controls, representing the largest international meta-analysis of melanoma susceptibility. ",0.20
0,31630191,"We prioritized 330 unique genes, including those in immune cytokine signaling pathways, from 19 loci through positional, expression quantitative trait locus, and chromatin interaction mapping. ",0.30
